ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
17537,Meis3,Meis homeobox 3,-0.237722281,3.900194495,-1.61552016,0.129055382,0.222819607,-5.817090797
434377,Zfp560,zinc finger protein 560,-0.387935874,2.034264744,-1.615135249,0.129139112,0.222937039,-5.405426284
100504021,Gm17638,"predicted gene, 17638",0.479830456,1.048791539,1.615056702,0.129156205,0.222939418,-5.178757598
218236,Fam120a,"family with sequence similarity 120, member A",0.182187589,8.149490405,1.614264421,0.129328718,0.223210039,-6.078336899
226646,Ndufs2,NADH:ubiquinone oxidoreductase core subunit S2,0.173784098,6.927189437,1.613134983,0.129574989,0.223607878,-6.130613981
22761,Zfpm1,"zinc finger protein, multitype 1",0.262538505,4.11352355,1.613047207,0.129594145,0.223613736,-5.860582811
20682,Sox9,SRY (sex determining region Y)-box 9,-0.208748119,8.259940476,-1.611707193,0.129886894,0.224074998,-6.075762434
17119,Mxd1,MAX dimerization protein 1,-0.344358701,4.909904124,-1.683820545,0.129893056,0.224074998,-5.918614332
68957,Paqr6,progestin and adipoQ receptor family member VI,-0.402321608,2.825810533,-1.630273326,0.13000988,0.224249261,-5.566149924
77533,C030034I22Rik,RIKEN cDNA C030034I22 gene,0.635827383,0.137826487,1.610252769,0.130205283,0.224532304,-4.995696361
436188,Gm5751,predicted gene 5751,0.815407513,-0.764690138,1.611267948,0.13020563,0.224532304,-4.831722234
20842,Stag1,stromal antigen 1,-0.175679094,6.673286503,-1.610054735,0.130248687,0.224579257,-6.138518178
140740,Sec63,SEC63-like (S. cerevisiae),0.178882066,7.168601265,1.609845195,0.130294627,0.224631167,-6.129840364
71004,4931440P22Rik,RIKEN cDNA 4931440P22 gene,0.364402947,2.26764423,1.609507076,0.130368785,0.224713495,-5.462462343
71101,Uvssa,UV stimulated scaffold protein A,-0.234803401,3.980497007,-1.609483035,0.130374059,0.224713495,-5.842297839
243372,Zfp775,zinc finger protein 775,-0.541525223,0.624185861,-1.6092277,0.130430087,0.224782755,-5.099685043
12991,Csn2,casein beta,0.300799918,10.15082112,1.644281429,0.130485691,0.22485127,-5.919993282
56360,Acot9,acyl-CoA thioesterase 9,-0.206612512,5.984968961,-1.610940132,0.130566815,0.224963737,-6.125619088
14367,Fzd5,frizzled class receptor 5,-0.233019976,5.887333647,-1.627236352,0.130657828,0.225093213,-6.100637236
71768,Vwce,von Willebrand factor C and EGF domains,0.777763126,-1.166544476,1.607813395,0.130740801,0.225208809,-4.773113305
100217467,Snora5c,"small nucleolar RNA, H/ACA box 5C",0.749222421,-0.743745161,1.60760363,0.13078694,0.225260935,-4.840827116
98496,Pid1,phosphotyrosine interaction domain containing 1,-0.384343212,1.987736064,-1.607015979,0.130916271,0.225456316,-5.406476182
100039707,Mthfsl,"5, 10-methenyltetrahydrofolate synthetase-like",-0.426522166,1.700311853,-1.606483002,0.131033664,0.225631094,-5.342115321
27053,Asns,asparagine synthetase,0.18438986,5.809677934,1.606272721,0.131080005,0.225672246,-6.120594918
246703,Naxe,NAD(P)HX epimerase,0.214545651,4.687471987,1.606230206,0.131089376,0.225672246,-5.976880949
14969,H2-Eb1,"histocompatibility 2, class II antigen E beta",-0.817450031,-0.901684339,-1.60594555,0.131152135,0.225727958,-4.820864297
75625,Mageh1,MAGE family member H1,-0.318210637,2.738741544,-1.605939084,0.13115356,0.225727958,-5.578245592
70686,Dusp16,dual specificity phosphatase 16,0.241495067,4.74643453,1.608423657,0.131200381,0.22578115,-5.983963878
228598,Ebf4,early B cell factor 4,-0.345558413,2.626743058,-1.605366516,0.131279875,0.22589055,-5.553899509
20979,Syt1,synaptotagmin I,-0.584650042,0.344621886,-1.604293208,0.13151694,0.226249625,-5.049051107
16582,Kifc3,kinesin family member C3,0.186043174,6.019028498,1.604277318,0.131520452,0.226249625,-6.134499498
19088,Prkar2b,"protein kinase, cAMP dependent regulatory, type II beta",0.233912337,4.160572499,1.603572694,0.131676289,0.226490241,-5.883843727
76157,Slc35d3,"solute carrier family 35, member D3",0.720338192,-0.194508785,1.604062719,0.131790532,0.226659266,-4.94086464
68815,Btbd10,BTB (POZ) domain containing 10,0.226247121,5.327121237,1.606228428,0.132102537,0.227162688,-6.074506461
232934,Mypop,"Myb-related transcription factor, partner of profilin",-0.301114314,3.044220456,-1.601558354,0.132122664,0.227162688,-5.652543864
15208,Hes5,hes family bHLH transcription factor 5,-0.770954623,-1.092963498,-1.601488931,0.132138072,0.227162688,-4.796742118
13612,Edil3,EGF-like repeats and discoidin I-like domains 3,0.64423852,0.020642579,1.601447378,0.132147295,0.227162688,-4.985468145
19342,Rab4b,"RAB4B, member RAS oncogene family",-0.20985779,4.714375652,-1.599637659,0.132549502,0.227826482,-5.992955463
68112,Entr1,endosome associated trafficking regulator 1,-0.182722662,5.641843766,-1.599331939,0.132617552,0.227915833,-6.120994651
68327,Tsr3,TSR3 20S rRNA accumulation,0.356443311,2.184672582,1.598622606,0.132775557,0.228159742,-5.459218994
26372,Clcn6,"chloride channel, voltage-sensitive 6",-0.312630497,3.105817121,-1.59720453,0.133091922,0.228658516,-5.672408958
67884,Cfap410,cilia and flagella associated protein 410,0.234371406,4.489119184,1.597177094,0.13309805,0.228658516,-5.954896443
77264,Zfp142,zinc finger protein 142,-0.178593322,5.689834494,-1.596887333,0.133162776,0.228742015,-6.12847255
74186,Ccdc3,coiled-coil domain containing 3,0.690025003,0.729025165,1.621345429,0.133219603,0.228811925,-5.102439202
223664,Lrrc14,leucine rich repeat containing 14,-0.303272581,3.293843765,-1.596473941,0.133255166,0.228845302,-5.714835373
75616,Smim15,small integral membrane protein 15,-0.199187427,4.977342056,-1.596085671,0.133341991,0.228966695,-6.04109739
13666,Eif2ak3,eukaryotic translation initiation factor 2 alpha kinase 3,0.511765702,2.855332735,1.661509503,0.133446199,0.229080157,-5.53153883
18035,Nfkbia,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha",0.192631967,8.612068308,1.595613453,0.133447655,0.229080157,-6.077632774
244141,Nars2,asparaginyl-tRNA synthetase 2 (mitochondrial)(putative),0.348491952,2.584526913,1.595573899,0.133456509,0.229080157,-5.554203696
332110,Mapk15,mitogen-activated protein kinase 15,0.552514964,0.535823769,1.595474429,0.133478777,0.229090662,-5.096071394
100503359,Ppp1r18os,"protein phosphatase 1, regulatory subunit 18, opposite strand",-0.362504943,2.495390309,-1.595353103,0.133505942,0.229109569,-5.538492627
76416,Znrd1as,"zinc ribbon domain containing 1, antisense",-0.532464392,0.507287899,-1.595185569,0.133543461,0.229116565,-5.095047562
245866,Ift52,intraflagellar transport 52,-0.252764952,4.043322622,-1.595177828,0.133545195,0.229116565,-5.875510332
74007,Btbd11,BTB (POZ) domain containing 11,-0.174391862,6.191767179,-1.595118568,0.133558469,0.229116565,-6.154654066
11307,Abcg1,ATP binding cassette subfamily G member 1,0.584586593,1.631042225,1.628845831,0.13367119,0.22927036,-5.293616139
17719,ND4,NADH dehydrogenase subunit 4,-0.217415821,10.47025152,-1.594574255,0.133680441,0.22927036,-5.965086412
101351,Eogt,EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase,-0.209675284,8.861239927,-1.594458418,0.133706411,0.229275648,-6.064362045
12075,Bfsp1,"beaded filament structural protein 1, in lens-CP94",-0.629220026,-0.183833583,-1.594416335,0.133715846,0.229275648,-4.961195294
104570,Ppp4r3b,protein phosphatase 4 regulatory subunit 3B,-0.175717814,6.576806631,-1.594201198,0.133764093,0.229330656,-6.161394865
13394,Dlx4,distal-less homeobox 4,0.696960269,-0.672299879,1.59400943,0.133807111,0.22937669,-4.871539304
100504051,NA,NA,-0.817225583,-0.903257828,-1.593271995,0.133972647,0.22963271,-4.837341907
218294,Cdc14b,CDC14 cell division cycle 14B,0.250786449,3.599482591,1.592839246,0.13406987,0.229771593,-5.783393156
19200,Pstpip1,proline-serine-threonine phosphatase-interacting protein 1,-0.64321027,-0.401796367,-1.592758624,0.13408799,0.229774889,-4.924133221
112415,Zfp607b,zinc finger protein 607B,-0.618637502,-0.054266986,-1.592624364,0.134118169,0.229798848,-4.987681682
66446,Exosc7,exosome component 7,0.268766391,3.296337842,1.592201159,0.134213336,0.229934138,-5.718468147
18516,Pbx3,pre B cell leukemia homeobox 3,0.263845402,3.524567822,1.591616056,0.134345005,0.230131924,-5.769033465
67010,Rbm7,RNA binding motif protein 7,-0.174748089,6.143816336,-1.591330346,0.134409341,0.230214333,-6.158808052
23880,Fyb,FYN binding protein,0.635687252,0.08469833,1.590630134,0.134567125,0.23045676,-5.012522844
107986,Ddb2,damage specific DNA binding protein 2,-0.262429829,3.823971615,-1.588921145,0.134952893,0.231071192,-5.839434795
19222,Ptgir,prostaglandin I receptor (IP),0.753463151,-0.359252023,1.591165035,0.134958476,0.231071192,-4.928710735
100306952,Snora78,"small nucleolar RNA, H/ACA box 7",-0.733689482,-0.912774612,-1.588171653,0.135122374,0.231323895,-4.843419787
210982,Bicral,BRD4 interacting chromatin remodeling complex associated protein like,-0.184066252,5.277759648,-1.588078218,0.135143515,0.231332173,-6.096976575
252966,Cables2,CDK5 and Abl enzyme substrate 2,0.198697328,4.996499741,1.587873182,0.135189918,0.231383685,-6.053726778
12321,Calu,calumenin,0.205653044,9.337385457,1.587197327,0.13534297,0.231617698,-6.045721183
14866,Gstm5,"glutathione S-transferase, mu 5",0.18296484,5.790813808,1.587058896,0.135374337,0.231643435,-6.14701579
107976,Babam2,BRISC and BRCA1 A complex member 2,0.267610007,3.413624399,1.586819241,0.135428656,0.231708434,-5.751743022
67759,Plgrkt,"plasminogen receptor, C-terminal lysine transmembrane protein",0.239708436,4.120693883,1.586704255,0.135454724,0.23172509,-5.89999512
12039,Bckdha,"branched chain ketoacid dehydrogenase E1, alpha polypeptide",-0.188069763,5.449111235,-1.586063079,0.135600164,0.231936826,-6.120976754
317757,Gimap5,"GTPase, IMAP family member 5",0.599071858,-0.07430919,1.586014488,0.135611191,0.231936826,-4.989254271
69745,Pold4,"polymerase (DNA-directed), delta 4",-0.310963786,2.718572078,-1.585486937,0.135730966,0.232113695,-5.602866528
626534,Gm6682,"tubulin, alpha 1C pseudogene",0.186678459,6.325401969,1.585399306,0.135750871,0.232115071,-6.170300718
268396,Sh3pxd2b,SH3 and PX domains 2B,0.196038777,6.944659842,1.585339341,0.135764493,0.232115071,-6.170217655
23996,Psmc4,"proteasome (prosome, macropain) 26S subunit, ATPase, 4",0.179158371,6.210808386,1.585216449,0.135792413,0.232134831,-6.168211775
26370,Cetn2,centrin 2,-0.200535197,4.707362286,-1.58490635,0.135862887,0.232227323,-6.012893536
20452,St8sia4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",-0.506783897,0.60709173,-1.584552445,0.135943356,0.232336873,-5.130684016
223739,5031439G07Rik,RIKEN cDNA 5031439G07 gene,0.200801523,5.457294896,1.583737207,0.136128874,0.232625914,-6.121979504
108755,Lyrm2,LYR motif containing 2,-0.327493872,3.13586408,-1.585586767,0.136220092,0.232753758,-5.695917112
76438,Rftn1,raftlin lipid raft linker 1,0.490541396,1.053109454,1.583082019,0.136278129,0.232824881,-5.224185587
239706,Mettl22,methyltransferase like 22,0.380763189,1.916163337,1.582823768,0.136336998,0.23289741,-5.420286724
66147,Necap2,NECAP endocytosis associated 2,0.203265734,4.970935297,1.582203684,0.136478438,0.233096486,-6.057756989
270086,Ogfod1,2-oxoglutarate and iron-dependent oxygenase domain containing 1,0.216018516,4.581612178,1.58213577,0.136493936,0.233096486,-5.993136734
22319,Vamp3,vesicle-associated membrane protein 3,-0.181527275,5.503304903,-1.582096816,0.136502827,0.233096486,-6.132486341
26413,Mapk1,mitogen-activated protein kinase 1,0.180493437,6.960264771,1.581899346,0.136547902,0.233145395,-6.174902104
97484,Cog8,component of oligomeric golgi complex 8,-0.28686275,3.346404072,-1.581419043,0.136657592,0.233304605,-5.747747908
12455,Ccnt1,cyclin T1,0.222585371,4.460258414,1.580899049,0.136776433,0.233463788,-5.973005585
233724,Tmem41b,transmembrane protein 41B,-0.188185399,5.979790764,-1.58086706,0.136783746,0.233463788,-6.168196506
20399,Sh2b1,SH2B adaptor protein 1,-0.176539702,5.719677756,-1.57952895,0.137089981,0.233958326,-6.155648589
67773,Kat8,K(lysine) acetyltransferase 8,-0.283512275,3.095962308,-1.578605941,0.13730156,0.234291224,-5.696790061
53609,Clasrp,CLK4-associating serine/arginine rich protein,-0.22170895,4.942667302,-1.579153804,0.137398408,0.234428288,-6.059973351
241230,St8sia6,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6",0.475527724,1.392725542,1.577561385,0.137541339,0.234643936,-5.307749256
74319,Mettl23,methyltransferase like 23,-0.326543475,2.497418462,-1.577477946,0.137560508,0.234648422,-5.56438313
214944,Mob3b,MOB kinase activator 3B,-0.235122871,3.835623524,-1.577370199,0.137585265,0.234662437,-5.858332195
11674,Aldoa,"aldolase A, fructose-bisphosphate",0.197894574,9.060136383,1.577188971,0.137626914,0.234705256,-6.076855412
242484,D630039A03Rik,RIKEN cDNA D630039A03 gene,-0.452386348,1.071304756,-1.577055601,0.137657571,0.234729322,-5.241682123
210973,Kbtbd2,kelch repeat and BTB (POZ) domain containing 2,0.176396411,5.671334876,1.57631118,0.137828796,0.234993046,-6.153577332
50784,Plpp2,phospholipid phosphatase 2,-0.231171003,5.014582406,-1.579412271,0.138011338,0.235275998,-6.071349949
20450,St8sia2,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",-0.315122568,2.622049442,-1.575210229,0.138082362,0.235368794,-5.59578638
99526,Usp53,ubiquitin specific peptidase 53,0.171592752,6.353489658,1.574180547,0.138319876,0.235745325,-6.186898048
24045,Scamp3,secretory carrier membrane protein 3,0.179553013,5.438695137,1.573838778,0.138398788,0.235851484,-6.134425106
17829,Muc1,"mucin 1, transmembrane",-0.298286672,2.942401562,-1.572137509,0.138792173,0.236464353,-5.671799195
109910,Zfp91,zinc finger protein 91,0.173838443,6.314948389,1.572088002,0.138803635,0.236464353,-6.189188129
70310,Plscr3,phospholipid scramblase 3,-0.177400193,6.029856802,-1.572040768,0.138814572,0.236464353,-6.182714968
231655,Oasl1,2'-5' oligoadenylate synthetase-like 1,0.766819635,-0.390691772,1.575516364,0.138825093,0.236464353,-4.94491879
14609,Gja1,"gap junction protein, alpha 1",0.21446885,8.71220123,1.573076866,0.138924766,0.236605721,-6.103971449
629777,Zfp335os,"zinc finger protein 335, opposite strand",-0.636645939,-0.073016269,-1.571417606,0.138958925,0.23663549,-5.012853071
67939,Prorsd1,prolyl-tRNA synthetase domain containing 1,-0.261457514,3.359982807,-1.571216522,0.139005533,0.236656352,-5.765227255
233246,Ano5,anoctamin 5,-0.571762834,0.111089321,-1.571115806,0.139028882,0.236656352,-5.048890791
22258,Usp4,ubiquitin specific peptidase 4 (proto-oncogene),-0.177963306,6.062663734,-1.571082141,0.139036688,0.236656352,-6.185269481
14455,Gas5,growth arrest specific 5,0.187529003,7.920932919,1.571076912,0.1390379,0.236656352,-6.153268771
74352,Zfp84,zinc finger protein 84,-0.295162481,2.812583335,-1.57096869,0.139062995,0.236664971,-5.644438946
76133,6230400D17Rik,RIKEN cDNA 6230400D17 gene,0.759423915,-0.792240233,1.570911197,0.139076328,0.236664971,-4.881703496
235040,Atg4d,"autophagy related 4D, cysteine peptidase",-0.281015311,3.214537447,-1.570596704,0.139149281,0.236760715,-5.734192885
64655,Mrps22,mitochondrial ribosomal protein S22,0.319507277,3.002514602,1.570205362,0.139240106,0.236886843,-5.684132683
67155,Smarca2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",-0.185080406,8.038185549,-1.569529071,0.139397184,0.237101376,-6.149257292
230584,Yipf1,"Yip1 domain family, member 1",-0.227412824,4.134955802,-1.569518536,0.139399632,0.237101376,-5.930495116
80890,Trim2,tripartite motif-containing 2,-0.204133438,4.715663783,-1.569158042,0.139483425,0.237215458,-6.036701029
230996,9430015G10Rik,RIKEN cDNA 9430015G10 gene,-0.3045334,3.246407543,-1.568980058,0.139524811,0.237257401,-5.743434597
12952,Cry1,cryptochrome 1 (photolyase-like),0.194954514,5.661772016,1.56803647,0.139744397,0.237602321,-6.164210468
330544,NA,NA,-0.275255471,3.230885145,-1.567028708,0.139979245,0.237973103,-5.742852106
66419,Mrpl11,mitochondrial ribosomal protein L11,0.250664845,3.550068741,1.566887956,0.140012072,0.238000391,-5.809696301
27632,Nelfe,"negative elongation factor complex member E, Rdbp",0.222664545,4.222597587,1.566584057,0.140082973,0.238092385,-5.9489152
67430,4921536K21Rik,RIKEN cDNA 4921536K21 gene,-0.378068897,2.333941866,-1.56589273,0.140244376,0.23833816,-5.543367218
215378,Brinp3,bone morphogenetic protein/retinoic acid inducible neural specific 3,1.204692833,3.288703464,1.902167345,0.140415474,0.238583362,-5.351441327
107831,Adgrb1,adhesion G protein-coupled receptor B1,0.424949801,1.530142461,1.565059991,0.140439005,0.238583362,-5.35690438
13602,Sparcl1,SPARC-like 1,0.445184297,5.426357513,1.71315052,0.14043911,0.238583362,-5.959629572
226090,Ermp1,endoplasmic reticulum metallopeptidase 1,0.215751426,4.839905868,1.56479479,0.140501037,0.238659988,-6.061470551
51786,Cpsf2,cleavage and polyadenylation specific factor 2,0.210945551,4.998172942,1.564635205,0.140538376,0.238694834,-6.086932813
54611,Pde3a,"phosphodiesterase 3A, cGMP inhibited",0.37420738,2.098465791,1.564061596,0.140672657,0.238894301,-5.488137636
11867,Arpc1b,"actin related protein 2/3 complex, subunit 1B",0.182384997,6.552406694,1.563832703,0.140726271,0.238956746,-6.2035229
66897,Naa16,"N(alpha)-acetyltransferase 16, NatA auxiliary subunit",-0.336904663,3.47535337,-1.581943847,0.140757402,0.238981003,-5.777587034
105638,Dph3,diphthamine biosynthesis 3,-0.178797019,5.379226771,-1.563627017,0.140774464,0.238981372,-6.144742255
69784,1500009L16Rik,RIKEN cDNA 1500009L16 gene,0.390232835,1.846043066,1.563409654,0.140825409,0.239039253,-5.431350569
67030,Fancl,"Fanconi anemia, complementation group L",0.314799797,2.542534682,1.56279998,0.140968385,0.239253317,-5.591417758
73747,Shld1,shieldin complex subunit 1,-0.524261888,1.297942416,-1.566966655,0.141356502,0.239883336,-5.306847728
11928,Atp1a1,"ATPase, Na+/K+ transporting, alpha 1 polypeptide",-0.236421174,11.26168653,-1.560979958,0.141395942,0.239921567,-5.962235171
69792,Med6,mediator complex subunit 6,-0.293051763,3.31055339,-1.560599375,0.141485487,0.240044799,-5.769345492
66711,Sbds,SBDS ribosome maturation factor,-0.17310754,5.880712782,-1.56008896,0.141605657,0.240219952,-6.193210234
100040052,Gm2573,predicted gene 2573,0.496196867,0.807068552,1.559939228,0.141640926,0.240251054,-5.202962749
64898,Lpin2,lipin 2,0.192034348,5.303834449,1.559614765,0.141717378,0.240351995,-6.137921902
